request_id,vehicle_id,user_id,arrival_time,departure_time,battery_capacity_kwh,initial_soc,required_energy_kwh,max_charging_power_kw,charger_type,priority_category,scenario,request_timestamp,vehicle_type
REQ-A11F0DC8,EV-050,EMP-050,2024-03-15T10:43:00,2024-03-15T17:51:11.585634,40,0.56,188.4,22,AC,standard,tight_departure,2024-03-15T09:51:10.591864,Nissan Leaf
REQ-E522A045,EV-005,EMP-005,2024-03-15T09:59:00,2024-03-15T13:15:56.340649,77,0.39,196.9,50,DC,standard,tight_departure,2024-03-15T06:59:51.808998,VW ID.4
REQ-F2B9D752,EV-042,EMP-042,2024-03-15T07:13:00,2024-03-15T14:36:13.487547,40,0.61,195.0,22,AC,standard,tight_departure,2024-03-15T01:36:47.752550,Nissan Leaf
REQ-8EB389C7,EV-012,EMP-012,2024-03-15T07:57:00,2024-03-15T13:12:01.466328,77,0.22,315.0,50,DC,standard,tight_departure,2024-03-14T23:01:36.939836,Hyundai Ioniq 5
REQ-3DBC3549,EV-067,EMP-067,2024-03-15T10:33:00,2024-03-15T13:07:28.966295,42,0.67,68.0,22,AC,standard,tight_departure,2024-03-14T23:15:45.812746,BMW i3
REQ-DC898306,EV-037,EMP-037,2024-03-15T11:15:00,2024-03-15T18:11:03.407071,77,0.4,416.1,50,DC,priority,tight_departure,2024-03-15T04:44:34.922249,VW ID.4
REQ-7F894CF3,EV-058,EMP-058,2024-03-15T08:51:00,2024-03-15T15:30:10.412930,40,0.49,175.6,22,AC,standard,tight_departure,2024-03-15T02:58:51.337637,Nissan Leaf
REQ-85482093,EV-010,EMP-010,2024-03-15T08:02:00,2024-03-15T14:28:32.575740,40,0.3,170.1,22,AC,standard,tight_departure,2024-03-15T03:56:37.284005,Nissan Leaf
REQ-42A6B9C5,EV-063,EMP-063,2024-03-15T13:38:00,2024-03-15T16:34:38.732270,77,0.28,176.6,50,DC,standard,tight_departure,2024-03-15T08:03:37.813218,Kia EV6
REQ-510608D2,EV-076,EMP-076,2024-03-15T07:17:00,2024-03-15T10:50:08.195918,77,0.11,213.1,50,DC,standard,tight_departure,2024-03-15T00:52:17.888595,Hyundai Ioniq 5
REQ-D707E236,EV-056,EMP-056,2024-03-15T07:42:00,2024-03-15T11:35:19.092620,75,0.19,233.3,50,DC,standard,tight_departure,2024-03-15T03:56:32.717385,Tesla Model 3
REQ-548912EE,EV-011,EMP-011,2024-03-15T07:08:00,2024-03-15T13:13:58.097855,42,0.32,161.0,22,AC,standard,tight_departure,2024-03-15T05:08:14.936315,BMW i3
REQ-02015FF8,EV-034,EMP-034,2024-03-15T10:21:00,2024-03-15T12:38:40.026809,40,0.13,60.6,22,AC,emergency,tight_departure,2024-03-15T07:47:30.104079,Nissan Leaf
REQ-88229955,EV-037,EMP-037,2024-03-15T10:11:00,2024-03-15T17:57:16.708903,77,0.55,466.3,50,DC,priority,tight_departure,2024-03-15T06:05:24.957042,VW ID.4
REQ-F48D518A,EV-015,EMP-015,2024-03-15T14:25:00,2024-03-15T20:56:53.497167,77,0.45,391.9,50,DC,standard,tight_departure,2024-03-15T05:13:32.242467,Kia EV6
REQ-3E3E05E7,EV-048,EMP-048,2024-03-15T09:15:00,2024-03-15T16:50:46.977479,75,0.7,455.8,50,DC,standard,tight_departure,2024-03-15T03:30:38.815331,Tesla Model 3
REQ-D79BDD04,EV-058,EMP-058,2024-03-15T12:25:00,2024-03-15T17:24:25.707234,40,0.25,131.7,22,AC,standard,tight_departure,2024-03-15T02:00:50.614130,Nissan Leaf
REQ-3EA10516,EV-017,EMP-017,2024-03-15T12:49:00,2024-03-15T17:15:26.076796,82,0.55,266.4,50,DC,standard,tight_departure,2024-03-15T03:14:44.561557,Tesla Model Y
REQ-2FC4FF88,EV-037,EMP-037,2024-03-15T13:54:00,2024-03-15T15:37:37.131570,77,0.41,103.6,50,DC,priority,tight_departure,2024-03-15T08:05:44.594295,VW ID.4
REQ-03162752,EV-021,EMP-021,2024-03-15T08:32:00,2024-03-15T14:33:59.886249,77,0.18,362.0,50,DC,priority,tight_departure,2024-03-14T22:37:53.310262,VW ID.4
REQ-43056932,EV-056,EMP-056,2024-03-15T11:39:00,2024-03-15T18:01:15.188145,75,0.62,382.3,50,DC,standard,tight_departure,2024-03-15T06:32:26.197944,Tesla Model 3
REQ-6254BB08,EV-073,EMP-073,2024-03-15T10:14:00,2024-03-15T15:50:34.623467,82,0.73,336.6,50,DC,priority,tight_departure,2024-03-15T05:48:54.433851,Tesla Model Y
REQ-C99A7714,EV-064,EMP-064,2024-03-15T14:10:00,2024-03-15T21:00:00,75,0.38,410.0,50,DC,standard,tight_departure,2024-03-15T07:24:16.587160,Tesla Model 3
REQ-0942C2EF,EV-058,EMP-058,2024-03-15T08:19:00,2024-03-15T10:24:03.148870,40,0.71,55.0,22,AC,standard,tight_departure,2024-03-15T02:13:13.505311,Nissan Leaf
REQ-605BF71E,EV-010,EMP-010,2024-03-15T09:55:00,2024-03-15T15:34:47.367933,40,0.63,149.5,22,AC,standard,tight_departure,2024-03-14T22:25:26.425320,Nissan Leaf
REQ-4BEFEB7B,EV-010,EMP-010,2024-03-15T07:13:00,2024-03-15T14:49:19.801440,40,0.6,200.8,22,AC,standard,tight_departure,2024-03-15T01:01:56.180898,Nissan Leaf
REQ-2A5709B4,EV-036,EMP-036,2024-03-15T11:10:00,2024-03-15T18:47:39.906928,77,0.68,457.7,50,DC,standard,tight_departure,2024-03-15T03:21:04.101251,Hyundai Ioniq 5
REQ-B0F3EF67,EV-030,EMP-030,2024-03-15T07:17:00,2024-03-15T09:54:08.843658,52,0.45,69.1,22,AC,standard,tight_departure,2024-03-15T00:08:13.639423,Renault Zoe
REQ-D498AE95,EV-042,EMP-042,2024-03-15T08:21:00,2024-03-15T12:13:28.138366,40,0.47,102.3,22,AC,standard,tight_departure,2024-03-15T04:20:51.624492,Nissan Leaf
REQ-6DC00FEA,EV-031,EMP-031,2024-03-15T16:18:00,2024-03-15T21:00:00,77,0.32,282.0,50,DC,priority,tight_departure,2024-03-15T15:42:23.862950,Kia EV6
REQ-6D7320E8,EV-064,EMP-064,2024-03-15T16:12:00,2024-03-15T18:39:24.003821,75,0.29,147.4,50,DC,standard,tight_departure,2024-03-15T09:23:16.155345,Tesla Model 3
REQ-A05CBBEB,EV-041,EMP-041,2024-03-15T08:24:00,2024-03-15T16:03:20.338658,82,0.33,459.3,50,DC,standard,tight_departure,2024-03-14T21:56:40.863035,Tesla Model Y
REQ-8E496D95,EV-076,EMP-076,2024-03-15T08:24:00,2024-03-15T12:51:25.244739,77,0.31,267.4,50,DC,standard,tight_departure,2024-03-15T03:30:43.207134,Hyundai Ioniq 5
REQ-1A0D9A95,EV-031,EMP-031,2024-03-15T10:19:00,2024-03-15T15:22:41.528150,77,0.22,303.7,50,DC,priority,tight_departure,2024-03-14T23:11:06.443428,Kia EV6
REQ-63803640,EV-031,EMP-031,2024-03-15T13:18:00,2024-03-15T21:00:00,77,0.54,462.0,50,DC,priority,tight_departure,2024-03-15T11:58:29.715743,Kia EV6
REQ-3E4A259D,EV-062,EMP-062,2024-03-15T08:26:00,2024-03-15T13:35:00.936097,52,0.38,136.0,22,AC,standard,tight_departure,2024-03-15T06:57:34.933406,Renault Zoe
REQ-F6BCFAC9,EV-073,EMP-073,2024-03-15T11:49:00,2024-03-15T16:44:12.773668,82,0.61,295.2,50,DC,priority,tight_departure,2024-03-15T06:25:15.847323,Tesla Model Y
REQ-A44B7189,EV-046,EMP-046,2024-03-15T08:01:00,2024-03-15T13:39:25.350820,52,0.39,148.9,22,AC,standard,tight_departure,2024-03-15T05:22:48.251205,Renault Zoe
REQ-63BD9F56,EV-053,EMP-053,2024-03-15T12:09:00,2024-03-15T20:00:03.704940,77,0.25,471.1,50,DC,standard,tight_departure,2024-03-15T06:55:31.314514,VW ID.4
REQ-16CA98D5,EV-013,EMP-013,2024-03-15T09:44:00,2024-03-15T18:34:12.303135,77,0.47,530.2,50,DC,standard,tight_departure,2024-03-15T07:55:54.995098,VW ID.4
REQ-4510BA94,EV-070,EMP-070,2024-03-15T10:22:00,2024-03-15T12:55:56.361957,52,0.58,67.7,22,AC,standard,tight_departure,2024-03-14T22:33:16.129166,Renault Zoe
REQ-2112E29D,EV-015,EMP-015,2024-03-15T11:55:00,2024-03-15T14:00:12.334252,77,0.68,125.2,50,DC,standard,tight_departure,2024-03-15T05:59:00.504905,Kia EV6
REQ-475B0EB9,EV-057,EMP-057,2024-03-15T12:55:00,2024-03-15T15:00:08.211797,82,0.51,125.1,50,DC,standard,tight_departure,2024-03-15T08:49:22.511532,Tesla Model Y
REQ-30B39F63,EV-034,EMP-034,2024-03-15T07:41:00,2024-03-15T15:01:20.232598,40,0.4,193.7,22,AC,emergency,tight_departure,2024-03-15T01:47:13.778966,Nissan Leaf
REQ-3CACA805,EV-025,EMP-025,2024-03-15T11:50:00,2024-03-15T20:32:15.695167,82,0.62,522.3,50,DC,emergency,tight_departure,2024-03-15T10:55:37.493657,Tesla Model Y
REQ-9B76D05B,EV-062,EMP-062,2024-03-15T17:14:00,2024-03-15T21:00:00,52,0.47,99.4,22,AC,standard,tight_departure,2024-03-15T11:17:31.153977,Renault Zoe
REQ-6847CDC3,EV-036,EMP-036,2024-03-15T07:06:00,2024-03-15T16:01:39.850394,77,0.63,535.7,50,DC,standard,tight_departure,2024-03-15T03:18:05.831909,Hyundai Ioniq 5
REQ-C49E3B8F,EV-051,EMP-051,2024-03-15T08:00:00,2024-03-15T15:53:09.021913,42,0.28,208.2,22,AC,standard,tight_departure,2024-03-15T04:16:07.762037,BMW i3
REQ-784DF790,EV-010,EMP-010,2024-03-15T13:01:00,2024-03-15T15:21:11.833916,40,0.21,61.7,22,AC,standard,tight_departure,2024-03-15T10:46:42.985603,Nissan Leaf
REQ-D9D0D6A4,EV-011,EMP-011,2024-03-15T10:36:00,2024-03-15T14:03:33.819873,42,0.56,91.3,22,AC,standard,tight_departure,2024-03-15T00:54:25.998935,BMW i3
REQ-EDC9387E,EV-017,EMP-017,2024-03-15T13:41:00,2024-03-15T15:48:58.839574,82,0.19,128.0,50,DC,standard,tight_departure,2024-03-15T11:24:38.177641,Tesla Model Y
REQ-25703BB8,EV-050,EMP-050,2024-03-15T10:59:00,2024-03-15T18:15:39.930307,40,0.25,192.1,22,AC,standard,tight_departure,2024-03-15T03:09:04.408807,Nissan Leaf
REQ-3D65397E,EV-021,EMP-021,2024-03-15T08:28:00,2024-03-15T12:33:17.044426,77,0.52,245.3,50,DC,priority,tight_departure,2024-03-15T06:37:57.833313,VW ID.4
REQ-E143BF99,EV-037,EMP-037,2024-03-15T07:47:00,2024-03-15T11:32:36.912509,77,0.58,225.6,50,DC,priority,tight_departure,2024-03-15T01:09:33.637540,VW ID.4
REQ-34DEFC90,EV-069,EMP-069,2024-03-15T10:24:00,2024-03-15T15:27:33.918681,77,0.19,303.6,50,DC,standard,tight_departure,2024-03-15T09:45:48.870140,VW ID.4
REQ-8BB08F1D,EV-044,EMP-044,2024-03-15T16:20:00,2024-03-15T21:00:00,77,0.73,280.0,50,DC,standard,tight_departure,2024-03-15T15:21:41.870738,Hyundai Ioniq 5
REQ-4BCD111B,EV-001,EMP-001,2024-03-15T14:16:00,2024-03-15T21:00:00,82,0.38,404.0,50,DC,standard,tight_departure,2024-03-15T03:53:44.075130,Tesla Model Y
REQ-F8D47569,EV-071,EMP-071,2024-03-15T07:32:00,2024-03-15T09:46:13.473287,77,0.53,134.2,50,DC,standard,tight_departure,2024-03-14T22:08:31.547966,Kia EV6
REQ-54AC3928,EV-020,EMP-020,2024-03-15T12:28:00,2024-03-15T18:22:55.555860,77,0.23,354.9,50,DC,standard,tight_departure,2024-03-15T04:01:42.477183,Hyundai Ioniq 5
REQ-B837D8A3,EV-048,EMP-048,2024-03-15T08:05:00,2024-03-15T14:37:45.650213,75,0.64,392.8,50,DC,standard,tight_departure,2024-03-15T06:27:35.271358,Tesla Model 3
REQ-C65D0EE0,EV-039,EMP-039,2024-03-15T07:53:00,2024-03-15T11:01:44.240795,77,0.28,188.7,50,DC,priority,tight_departure,2024-03-15T07:06:38.800424,Kia EV6
REQ-73516A73,EV-033,EMP-033,2024-03-15T08:52:00,2024-03-15T15:17:28.349001,82,0.64,385.5,50,DC,standard,tight_departure,2024-03-15T01:01:43.368554,Tesla Model Y
REQ-FFB871F1,EV-007,EMP-007,2024-03-15T11:14:00,2024-03-15T19:09:23.902256,77,0.18,475.4,50,DC,priority,tight_departure,2024-03-15T00:23:04.255294,Kia EV6
REQ-7965B246,EV-049,EMP-049,2024-03-15T10:56:00,2024-03-15T19:09:12.044020,82,0.55,493.2,50,DC,standard,tight_departure,2024-03-15T05:03:48.039100,Tesla Model Y
REQ-23659AE0,EV-020,EMP-020,2024-03-15T16:54:00,2024-03-15T21:00:00,77,0.28,246.0,50,DC,standard,tight_departure,2024-03-15T06:00:39.592195,Hyundai Ioniq 5
REQ-9EF447FE,EV-044,EMP-044,2024-03-15T11:38:00,2024-03-15T14:20:53.082854,77,0.15,162.9,50,DC,standard,tight_departure,2024-03-15T06:43:52.121299,Hyundai Ioniq 5
REQ-4C6E6926,EV-050,EMP-050,2024-03-15T07:07:00,2024-03-15T15:47:01.353879,40,0.27,228.8,22,AC,standard,tight_departure,2024-03-15T00:57:42.718043,Nissan Leaf
REQ-18AD47D6,EV-045,EMP-045,2024-03-15T16:49:00,2024-03-15T19:39:17.938592,77,0.42,170.3,50,DC,standard,tight_departure,2024-03-15T07:28:35.516815,VW ID.4
REQ-55B5E99D,EV-067,EMP-067,2024-03-15T08:17:00,2024-03-15T16:37:40.449017,42,0.57,220.3,22,AC,standard,tight_departure,2024-03-15T06:56:41.132560,BMW i3
REQ-4928C467,EV-004,EMP-004,2024-03-15T09:30:00,2024-03-15T14:20:38.815413,77,0.68,290.6,50,DC,standard,tight_departure,2024-03-15T01:38:10.119852,Hyundai Ioniq 5
REQ-9953AFE3,EV-012,EMP-012,2024-03-15T16:59:00,2024-03-15T20:28:53.784990,77,0.56,209.9,50,DC,standard,tight_departure,2024-03-15T09:52:29.893579,Hyundai Ioniq 5
REQ-D239C863,EV-053,EMP-053,2024-03-15T10:52:00,2024-03-15T16:02:48.345255,77,0.38,310.8,50,DC,standard,tight_departure,2024-03-15T01:23:09.206670,VW ID.4
REQ-6257D098,EV-003,EMP-003,2024-03-15T12:04:00,2024-03-15T13:35:29.298728,42,0.72,40.3,22,AC,standard,tight_departure,2024-03-15T06:01:22.453456,BMW i3
REQ-F3CD1961,EV-069,EMP-069,2024-03-15T10:52:00,2024-03-15T15:03:30.794818,77,0.54,251.5,50,DC,standard,tight_departure,2024-03-15T03:05:43.917399,VW ID.4
REQ-4D5BAD74,EV-054,EMP-054,2024-03-15T15:16:00,2024-03-15T20:46:34.910007,52,0.72,145.5,22,AC,priority,tight_departure,2024-03-15T09:28:50.930755,Renault Zoe
REQ-35FC960D,EV-068,EMP-068,2024-03-15T12:17:00,2024-03-15T15:06:28.694222,77,0.13,169.5,50,DC,standard,tight_departure,2024-03-15T09:35:12.469138,Hyundai Ioniq 5
REQ-7B77DBA7,EV-024,EMP-024,2024-03-15T12:47:00,2024-03-15T19:00:46.660551,75,0.33,373.8,50,DC,standard,tight_departure,2024-03-15T05:00:22.441459,Tesla Model 3
REQ-20C84AB9,EV-074,EMP-074,2024-03-15T11:16:00,2024-03-15T14:12:53.503411,40,0.57,77.8,22,AC,standard,tight_departure,2024-03-15T05:08:25.772410,Nissan Leaf
REQ-AA1D5002,EV-004,EMP-004,2024-03-15T08:04:00,2024-03-15T11:52:28.733750,77,0.45,228.5,50,DC,standard,tight_departure,2024-03-15T02:23:58.678709,Hyundai Ioniq 5
REQ-1871C245,EV-034,EMP-034,2024-03-15T15:06:00,2024-03-15T17:01:13.470233,40,0.61,50.7,22,AC,emergency,tight_departure,2024-03-15T13:14:27.053699,Nissan Leaf
REQ-12F9F562,EV-015,EMP-015,2024-03-15T14:20:00,2024-03-15T19:16:15.999848,77,0.54,296.3,50,DC,standard,tight_departure,2024-03-15T12:07:13.319735,Kia EV6
REQ-D2EB6BE9,EV-054,EMP-054,2024-03-15T10:50:00,2024-03-15T12:36:35.697020,52,0.19,46.9,22,AC,priority,tight_departure,2024-03-15T04:54:51.507078,Renault Zoe
REQ-8080A37D,EV-049,EMP-049,2024-03-15T13:05:00,2024-03-15T19:50:35.013902,82,0.18,405.6,50,DC,standard,tight_departure,2024-03-15T12:00:31.738908,Tesla Model Y
REQ-F4A88F81,EV-027,EMP-027,2024-03-11T08:45:00,2024-03-11T15:46:05.541199,42,0.14,35.1,22,AC,standard,battery_low,2024-03-10T22:02:17.714693,BMW i3
REQ-5FF669F5,EV-016,EMP-016,2024-03-11T07:43:00,2024-03-11T13:51:36.603161,75,0.34,29.1,50,DC,standard,battery_low,2024-03-11T06:26:45.955154,Tesla Model 3
REQ-0A32BDA0,EV-055,EMP-055,2024-03-11T11:24:00,2024-03-11T20:15:33.793801,77,0.26,31.7,50,DC,standard,battery_low,2024-03-11T00:05:59.275596,Kia EV6
REQ-79A6FF17,EV-027,EMP-027,2024-03-11T10:55:00,2024-03-11T13:59:24.437341,42,0.58,10.8,22,AC,standard,battery_low,2024-03-11T07:20:31.384913,BMW i3
REQ-BDCB1571,EV-063,EMP-063,2024-03-11T11:33:00,2024-03-11T13:31:30.967862,77,0.32,38.9,50,DC,standard,battery_low,2024-03-11T09:38:19.829422,Kia EV6
REQ-33E19D26,EV-027,EMP-027,2024-03-11T12:21:00,2024-03-11T17:50:47.097562,42,0.29,24.2,22,AC,standard,battery_low,2024-03-11T00:58:41.875656,BMW i3
REQ-0F3BE2B9,EV-008,EMP-008,2024-03-11T14:52:00,2024-03-11T16:51:31.944963,75,0.68,17.5,50,DC,standard,battery_low,2024-03-11T04:02:25.041401,Tesla Model 3
REQ-55A67398,EV-060,EMP-060,2024-03-11T08:54:00,2024-03-11T11:13:12.852856,77,0.28,47.0,50,DC,standard,battery_low,2024-03-10T22:20:15.284023,Hyundai Ioniq 5
REQ-F8A6906C,EV-070,EMP-070,2024-03-11T10:15:00,2024-03-11T13:56:55.574932,52,0.73,10.8,22,AC,standard,battery_low,2024-03-11T05:45:46.609783,Renault Zoe
REQ-FEEA206E,EV-031,EMP-031,2024-03-11T10:17:00,2024-03-11T13:58:10.953523,77,0.14,62.0,50,DC,priority,battery_low,2024-03-10T22:53:15.623324,Kia EV6
REQ-9F8641ED,EV-018,EMP-018,2024-03-11T11:49:00,2024-03-11T15:53:15.396923,40,0.52,12.7,22,AC,standard,battery_low,2024-03-11T03:18:09.847758,Nissan Leaf
REQ-CD1D910F,EV-038,EMP-038,2024-03-11T13:53:00,2024-03-11T17:39:50.223133,52,0.19,37.7,22,AC,standard,battery_low,2024-03-11T10:23:35.691254,Renault Zoe
REQ-0389D480,EV-039,EMP-039,2024-03-11T10:56:00,2024-03-11T18:12:23.242902,77,0.13,45.3,50,DC,priority,battery_low,2024-03-11T08:31:12.568797,Kia EV6
REQ-7497B34C,EV-072,EMP-072,2024-03-11T17:08:00,2024-03-11T20:46:21.657719,75,0.73,18.6,50,DC,priority,battery_low,2024-03-11T08:58:12.863008,Tesla Model 3
REQ-C920BCB0,EV-012,EMP-012,2024-03-11T07:28:00,2024-03-11T09:16:31.089325,77,0.31,29.9,50,DC,standard,battery_low,2024-03-11T04:50:41.841460,Hyundai Ioniq 5
REQ-9928092B,EV-075,EMP-075,2024-03-11T09:04:00,2024-03-11T12:56:37.481642,42,0.32,19.6,22,AC,standard,battery_low,2024-03-11T06:41:48.459026,BMW i3
REQ-3ADC7A72,EV-037,EMP-037,2024-03-11T08:50:00,2024-03-11T13:22:03.182943,77,0.42,25.6,50,DC,priority,battery_low,2024-03-11T04:39:02.977659,VW ID.4
REQ-B9BDF1B6,EV-031,EMP-031,2024-03-11T08:28:00,2024-03-11T17:17:01.227976,77,0.32,44.6,50,DC,priority,battery_low,2024-03-11T04:38:01.154638,Kia EV6
REQ-C4E7D1F3,EV-011,EMP-011,2024-03-11T17:56:00,2024-03-11T21:00:00,42,0.2,26.3,22,AC,standard,battery_low,2024-03-11T12:20:56.830883,BMW i3
REQ-869E10EA,EV-058,EMP-058,2024-03-11T12:27:00,2024-03-11T20:42:04.710664,40,0.19,25.1,22,AC,standard,battery_low,2024-03-11T07:19:52.521232,Nissan Leaf
REQ-812A53F5,EV-051,EMP-051,2024-03-11T13:53:00,2024-03-11T16:04:36.990545,42,0.14,29.6,22,AC,standard,battery_low,2024-03-11T10:49:43.244318,BMW i3
REQ-F1C3405A,EV-079,EMP-079,2024-03-11T15:50:00,2024-03-11T17:30:08.813452,77,0.45,30.6,50,DC,standard,battery_low,2024-03-11T14:19:42.594804,Kia EV6
REQ-2F7046C7,EV-017,EMP-017,2024-03-11T09:23:00,2024-03-11T13:15:59.460928,82,0.49,40.6,50,DC,standard,battery_low,2024-03-11T04:43:51.914417,Tesla Model Y
REQ-E230E462,EV-011,EMP-011,2024-03-11T08:42:00,2024-03-11T12:58:20.009112,42,0.34,17.8,22,AC,standard,battery_low,2024-03-10T20:57:30.521792,BMW i3
REQ-23886995,EV-056,EMP-056,2024-03-11T13:10:00,2024-03-11T20:07:32.040638,75,0.39,45.6,50,DC,standard,battery_low,2024-03-11T09:20:50.551641,Tesla Model 3
REQ-ED856129,EV-005,EMP-005,2024-03-11T14:56:00,2024-03-11T19:36:43.469358,77,0.68,14.0,50,DC,standard,battery_low,2024-03-11T13:26:36.371863,VW ID.4
REQ-D00E7670,EV-011,EMP-011,2024-03-11T07:56:00,2024-03-11T15:56:23.197137,42,0.74,5.8,22,AC,standard,battery_low,2024-03-10T22:44:16.878183,BMW i3
REQ-6B832AC8,EV-069,EMP-069,2024-03-11T07:49:00,2024-03-11T16:10:29.083400,77,0.37,37.7,50,DC,standard,battery_low,2024-03-10T22:37:52.908841,VW ID.4
REQ-267BEA30,EV-037,EMP-037,2024-03-11T07:22:00,2024-03-11T11:43:47.777381,77,0.46,21.7,50,DC,priority,battery_low,2024-03-10T21:16:08.172653,VW ID.4
REQ-2AA934ED,EV-014,EMP-014,2024-03-11T08:07:00,2024-03-11T13:05:33.199524,52,0.12,22.9,22,AC,standard,battery_low,2024-03-10T20:37:20.498920,Renault Zoe
REQ-FD407166,EV-028,EMP-028,2024-03-11T13:56:00,2024-03-11T20:20:12.950249,77,0.68,17.5,50,DC,standard,battery_low,2024-03-11T05:31:23.292100,Hyundai Ioniq 5
REQ-1790E1A9,EV-071,EMP-071,2024-03-11T07:14:00,2024-03-11T10:48:44.859923,77,0.75,10.3,50,DC,standard,battery_low,2024-03-11T00:03:03.877118,Kia EV6
REQ-90788ADD,EV-049,EMP-049,2024-03-11T10:44:00,2024-03-11T16:56:35.893282,82,0.41,41.0,50,DC,standard,battery_low,2024-03-11T04:20:21.429007,Tesla Model Y
REQ-DC20BB0E,EV-064,EMP-064,2024-03-11T10:41:00,2024-03-11T13:24:16.875282,75,0.14,42.6,50,DC,standard,battery_low,2024-03-11T08:37:30.407893,Tesla Model 3
REQ-82D5E43D,EV-052,EMP-052,2024-03-11T07:32:00,2024-03-11T12:10:46.878139,77,0.69,16.2,50,DC,standard,battery_low,2024-03-11T00:56:34.049542,Hyundai Ioniq 5
REQ-7053CBD5,EV-049,EMP-049,2024-03-11T16:32:00,2024-03-11T21:00:00,82,0.22,35.0,50,DC,standard,battery_low,2024-03-11T09:46:50.309321,Tesla Model Y
REQ-EF862EEF,EV-014,EMP-014,2024-03-11T14:39:00,2024-03-11T21:00:00,52,0.3,30.7,22,AC,standard,battery_low,2024-03-11T13:02:52.496833,Renault Zoe
REQ-24EF31C1,EV-078,EMP-078,2024-03-11T10:38:00,2024-03-11T12:13:48.236924,52,0.44,20.0,22,AC,standard,battery_low,2024-03-11T06:13:11.038021,Renault Zoe
REQ-D8BF9CA1,EV-069,EMP-069,2024-03-11T13:12:00,2024-03-11T15:51:32.982697,77,0.24,34.8,50,DC,standard,battery_low,2024-03-11T05:38:44.065921,VW ID.4
REQ-C2F726BD,EV-007,EMP-007,2024-03-11T14:03:00,2024-03-11T19:32:26.582649,77,0.46,36.5,50,DC,priority,battery_low,2024-03-11T08:15:15.657754,Kia EV6
REQ-33A0A57A,EV-069,EMP-069,2024-03-11T08:38:00,2024-03-11T17:03:32.063322,77,0.41,29.8,50,DC,standard,battery_low,2024-03-10T22:44:14.597684,VW ID.4
REQ-7AF565E7,EV-040,EMP-040,2024-03-11T14:11:00,2024-03-11T21:00:00,75,0.32,409.0,50,DC,standard,battery_low,2024-03-11T04:18:56.631912,Tesla Model 3
REQ-0E9CDA85,EV-080,EMP-080,2024-03-11T08:42:00,2024-03-11T11:16:03.702082,75,0.25,31.7,50,DC,standard,battery_low,2024-03-11T07:17:45.754568,Tesla Model 3
REQ-7ED3EA47,EV-048,EMP-048,2024-03-11T12:34:00,2024-03-11T14:38:58.853033,75,0.6,125.0,50,DC,standard,battery_low,2024-03-11T10:49:36.360391,Tesla Model 3
REQ-EC08411E,EV-067,EMP-067,2024-03-11T12:01:00,2024-03-11T13:57:40.161401,42,0.18,21.6,22,AC,standard,battery_low,2024-03-11T03:50:21.922066,BMW i3
REQ-AEF7CCA0,EV-023,EMP-023,2024-03-11T12:33:00,2024-03-11T20:57:02.647912,77,0.23,56.4,50,DC,standard,battery_low,2024-03-11T08:00:26.506208,Kia EV6
REQ-F25C0525,EV-059,EMP-059,2024-03-11T08:41:00,2024-03-11T17:14:49.814447,42,0.72,7.9,22,AC,standard,battery_low,2024-03-11T02:25:33.735206,BMW i3
REQ-A239E364,EV-059,EMP-059,2024-03-11T11:29:00,2024-03-11T17:15:36.354644,42,0.16,152.5,22,AC,standard,battery_low,2024-03-11T08:29:16.279661,BMW i3
REQ-57E4A917,EV-020,EMP-020,2024-03-11T07:33:00,2024-03-11T15:48:44.827871,77,0.45,41.8,50,DC,standard,battery_low,2024-03-11T04:35:19.763003,Hyundai Ioniq 5
REQ-CBF70E78,EV-027,EMP-027,2024-03-11T10:24:00,2024-03-11T14:38:54.501692,42,0.48,15.7,22,AC,standard,battery_low,2024-03-11T07:49:12.870542,BMW i3
REQ-6982D10C,EV-047,EMP-047,2024-03-11T09:45:00,2024-03-11T12:51:25.398013,77,0.25,32.1,50,DC,standard,battery_low,2024-03-11T07:49:42.322338,Kia EV6
REQ-32FFE59A,EV-072,EMP-072,2024-03-11T07:16:00,2024-03-11T14:29:01.389343,75,0.56,433.0,50,DC,priority,battery_low,2024-03-11T02:59:36.022137,Tesla Model 3
REQ-8561FB39,EV-048,EMP-048,2024-03-11T07:34:00,2024-03-11T13:34:10.516728,75,0.3,51.9,50,DC,standard,battery_low,2024-03-11T00:41:47.882108,Tesla Model 3
REQ-5F82CB4B,EV-012,EMP-012,2024-03-11T08:42:00,2024-03-11T11:36:57.194613,77,0.15,60.2,50,DC,standard,battery_low,2024-03-11T00:23:23.972117,Hyundai Ioniq 5
REQ-45999515,EV-046,EMP-046,2024-03-11T08:59:00,2024-03-11T14:10:14.506086,52,0.17,31.0,22,AC,standard,battery_low,2024-03-11T07:30:20.755322,Renault Zoe
REQ-EC292047,EV-001,EMP-001,2024-03-11T07:48:00,2024-03-11T13:43:45.045273,82,0.17,65.5,50,DC,standard,battery_low,2024-03-11T06:33:20.988978,Tesla Model Y
REQ-243AFADB,EV-079,EMP-079,2024-03-11T16:00:00,2024-03-11T21:00:00,77,0.74,11.2,50,DC,standard,battery_low,2024-03-11T07:09:36.699286,Kia EV6
REQ-5C1BA9FB,EV-004,EMP-004,2024-03-11T08:25:00,2024-03-11T14:16:51.802848,77,0.28,49.6,50,DC,standard,battery_low,2024-03-11T03:18:50.249103,Hyundai Ioniq 5
